Date/Time,ZONE_F1:Zone Mean Air Temperature [C](Hourly),ZONE_F2:Zone Mean Air Temperature [C](Hourly),ZONE_F3:Zone Mean Air Temperature [C](Hourly) 
 01/12  18:00:00,23.362253923254865,23.482241950737873,24.015672752727937 
 01/12  19:00:00,23.13239285221799,23.39326483559457,23.795496427935973 
 01/12  20:00:00,22.96508199829177,23.29879387490079,23.626362331112738 
 01/12  21:00:00,22.796992928733122,23.204642406291214,23.429596324246948 
 01/12  22:00:00,22.820100689456385,23.255345763285508,23.423337629166387 
 01/12  23:00:00,22.226638672662563,22.772217632377405,22.795885766215967 
 01/12  24:00:00,21.77704964039775,22.42911607688985,22.362305434754465 
 01/13  01:00:00,21.598635220785127,22.313536815894807,22.18168622763569 
 01/13  02:00:00,21.44197511069395,22.196386927599637,22.012751772675365 
 01/13  03:00:00,21.295175045895526,22.080897276981684,21.849713264643245 
 01/13  04:00:00,21.165986506790592,21.972932353084445,21.696848175370945 
 01/13  05:00:00,21.03457325517096,21.859390507442953,21.538542622815847 
 01/13  06:00:00,20.89656737766891,21.736837793344456,21.372143764742905 
 01/13  07:00:00,20.736346848035968,21.597193730064085,21.187460335177686 
 01/13  08:00:00,20.662795615213515,21.51646242022195,21.08759768536165 
 01/13  09:00:00,21.1906630632102,21.870714402995173,21.48797475823209 
 01/13  10:00:00,21.7253646782059,22.193657761778017,21.82742336429807 
 01/13  11:00:00,22.14916516060399,22.442304703733896,22.18308904170791 
 01/13  12:00:00,22.333853939234615,22.538073398172806,22.397962443190373 
 01/13  13:00:00,22.400997929193274,22.583767471089033,22.506987739709363 
 01/13  14:00:00,22.460491781235227,22.63424219989841,22.618948914391286 
 01/13  15:00:00,22.484705250231837,22.66144964442725,22.687566389024585 
 01/13  16:00:00,22.483185366032473,22.66675959019941,22.717921274882514 
 01/13  17:00:00,22.346654185911873,22.592939492251038,22.610082764350196 
 01/13  18:00:00,22.0295026842444,22.404723321493293,22.30233988867615 
 01/13  19:00:00,21.69262532748808,22.19049898289194,21.981511152875807 
 01/13  20:00:00,21.507704107938753,22.033976973428473,21.802568422531564 
 01/13  21:00:00,21.35156795077096,21.902880323594147,21.630534840860008 
 01/13  22:00:00,21.225794426546948,21.798943476048173,21.474324519321627 
 01/13  23:00:00,20.692148392702116,21.366060405956617,20.965193548537567 
 01/13  24:00:00,20.308418219906624,21.130050854898442,20.645010621408485 
